Code région;Nom de la région;Code département;Nom de la commune;Population totale
84;Auvergne-Rhône-Alpes;1;L' Abergement-Clémenciat;785
84;Auvergne-Rhône-Alpes;1;L' Abergement-de-Varey;244
84;Auvergne-Rhône-Alpes;1;Ambérieu-en-Bugey;14 518
84;Auvergne-Rhône-Alpes;1;Ambérieux-en-Dombes;1 705
84;Auvergne-Rhône-Alpes;1;Ambléon;116
84;Auvergne-Rhône-Alpes;1;Ambronay;2 788
84;Auvergne-Rhône-Alpes;1;Ambutrix;763
84;Auvergne-Rhône-Alpes;1;Andert-et-Condon;344
84;Auvergne-Rhône-Alpes;1;Anglefort;1 142
84;Auvergne-Rhône-Alpes;1;Apremont;394
84;Auvergne-Rhône-Alpes;1;Aranc;330
84;Auvergne-Rhône-Alpes;1;Arandas;151
84;Auvergne-Rhône-Alpes;1;Arbent;3 470
84;Auvergne-Rhône-Alpes;1;Arbigny;466
84;Auvergne-Rhône-Alpes;1;Arboys en Bugey;656
84;Auvergne-Rhône-Alpes;1;Argis;452
84;Auvergne-Rhône-Alpes;1;Armix;26
84;Auvergne-Rhône-Alpes;1;Ars-sur-Formans;1 418
84;Auvergne-Rhône-Alpes;1;Artemare;1 248
84;Auvergne-Rhône-Alpes;1;Asnières-sur-Saône;66
84;Auvergne-Rhône-Alpes;1;Attignat;3 336
84;Auvergne-Rhône-Alpes;1;Bâgé-Dommartin;4 191
84;Auvergne-Rhône-Alpes;1;Bâgé-le-Châtel;971
84;Auvergne-Rhône-Alpes;1;Balan;2 920
84;Auvergne-Rhône-Alpes;1;Baneins;606
84;Auvergne-Rhône-Alpes;1;Béard-Géovreissiat;1 066
84;Auvergne-Rhône-Alpes;1;Beaupont;694
84;Auvergne-Rhône-Alpes;1;Beauregard;908
84;Auvergne-Rhône-Alpes;1;Béligneux;3 345
84;Auvergne-Rhône-Alpes;1;Bellegarde-sur-Valserine;11 965
84;Auvergne-Rhône-Alpes;1;Belley;9 542
84;Auvergne-Rhône-Alpes;1;Belleydoux;326
84;Auvergne-Rhône-Alpes;1;Bellignat;3 852
84;Auvergne-Rhône-Alpes;1;Belmont-Luthézieu;606
84;Auvergne-Rhône-Alpes;1;Bénonces;298
84;Auvergne-Rhône-Alpes;1;Bény;783
84;Auvergne-Rhône-Alpes;1;Béon;472
84;Auvergne-Rhône-Alpes;1;Béréziat;501
84;Auvergne-Rhône-Alpes;1;Bettant;771
84;Auvergne-Rhône-Alpes;1;Bey;290
84;Auvergne-Rhône-Alpes;1;Beynost;4 674
84;Auvergne-Rhône-Alpes;1;Billiat;626
84;Auvergne-Rhône-Alpes;1;Birieux;289
84;Auvergne-Rhône-Alpes;1;Biziat;866
84;Auvergne-Rhône-Alpes;1;Blyes;1 017
84;Auvergne-Rhône-Alpes;1;Bohas-Meyriat-Rignat;915
84;Auvergne-Rhône-Alpes;1;La Boisse;3 074
84;Auvergne-Rhône-Alpes;1;Boissey;345
84;Auvergne-Rhône-Alpes;1;Bolozon;90
84;Auvergne-Rhône-Alpes;1;Bouligneux;325
84;Auvergne-Rhône-Alpes;1;Bourg-en-Bresse;43 454
84;Auvergne-Rhône-Alpes;1;Bourg-Saint-Christophe;1 353
84;Auvergne-Rhône-Alpes;1;Boyeux-Saint-Jérôme;360
84;Auvergne-Rhône-Alpes;1;Boz;525
84;Auvergne-Rhône-Alpes;1;Brégnier-Cordon;868
84;Auvergne-Rhône-Alpes;1;Brénaz;106
84;Auvergne-Rhône-Alpes;1;Brénod;544
84;Auvergne-Rhône-Alpes;1;Brens;1 196
84;Auvergne-Rhône-Alpes;1;Bressolles;912
84;Auvergne-Rhône-Alpes;1;Brion;523
84;Auvergne-Rhône-Alpes;1;Briord;1 004
84;Auvergne-Rhône-Alpes;1;Buellas;1 814
84;Auvergne-Rhône-Alpes;1;La Burbanche;71
84;Auvergne-Rhône-Alpes;1;Ceignes;264
84;Auvergne-Rhône-Alpes;1;Cerdon;798
84;Auvergne-Rhône-Alpes;1;Certines;1 573
84;Auvergne-Rhône-Alpes;1;Cessy;4 955
84;Auvergne-Rhône-Alpes;1;Ceyzériat;3 203
84;Auvergne-Rhône-Alpes;1;Ceyzérieu;1 038
84;Auvergne-Rhône-Alpes;1;Chalamont;2 438
84;Auvergne-Rhône-Alpes;1;Chaleins;1 329
84;Auvergne-Rhône-Alpes;1;Chaley;138
84;Auvergne-Rhône-Alpes;1;Challes-la-Montagne;195
84;Auvergne-Rhône-Alpes;1;Challex;1 467
84;Auvergne-Rhône-Alpes;1;Champagne-en-Valromey;850
84;Auvergne-Rhône-Alpes;1;Champdor-Corcelles;672
84;Auvergne-Rhône-Alpes;1;Champfromier;744
84;Auvergne-Rhône-Alpes;1;Chanay;647
84;Auvergne-Rhône-Alpes;1;Chaneins;913
84;Auvergne-Rhône-Alpes;1;Chanoz-Châtenay;851
84;Auvergne-Rhône-Alpes;1;La Chapelle-du-Châtelard;392
84;Auvergne-Rhône-Alpes;1;Charix;295
84;Auvergne-Rhône-Alpes;1;Charnoz-sur-Ain;951
84;Auvergne-Rhône-Alpes;1;Château-Gaillard;2 138
84;Auvergne-Rhône-Alpes;1;Châtenay;342
84;Auvergne-Rhône-Alpes;1;Châtillon-en-Michaille;3 656
84;Auvergne-Rhône-Alpes;1;Châtillon-la-Palud;1 649
84;Auvergne-Rhône-Alpes;1;Châtillon-sur-Chalaronne;5 095
84;Auvergne-Rhône-Alpes;1;Chavannes-sur-Reyssouze;764
84;Auvergne-Rhône-Alpes;1;Chaveyriat;1 036
84;Auvergne-Rhône-Alpes;1;Chavornay;230
84;Auvergne-Rhône-Alpes;1;Chazey-Bons;1 113
84;Auvergne-Rhône-Alpes;1;Chazey-sur-Ain;1 549
84;Auvergne-Rhône-Alpes;1;Cheignieu-la-Balme;142
84;Auvergne-Rhône-Alpes;1;Chevillard;162
84;Auvergne-Rhône-Alpes;1;Chevroux;974
84;Auvergne-Rhône-Alpes;1;Chevry;1 700
84;Auvergne-Rhône-Alpes;1;Chézery-Forens;471
84;Auvergne-Rhône-Alpes;1;Civrieux;1 684
84;Auvergne-Rhône-Alpes;1;Cize;174
84;Auvergne-Rhône-Alpes;1;Cleyzieu;137
84;Auvergne-Rhône-Alpes;1;Coligny;1 212
84;Auvergne-Rhône-Alpes;1;Collonges;2 272
84;Auvergne-Rhône-Alpes;1;Colomieu;132
84;Auvergne-Rhône-Alpes;1;Conand;122
84;Auvergne-Rhône-Alpes;1;Condamine;451
84;Auvergne-Rhône-Alpes;1;Condeissiat;832
84;Auvergne-Rhône-Alpes;1;Confort;631
84;Auvergne-Rhône-Alpes;1;Confrançon;1 360
84;Auvergne-Rhône-Alpes;1;Contrevoz;515
84;Auvergne-Rhône-Alpes;1;Conzieu;154
84;Auvergne-Rhône-Alpes;1;Corbonod;1 290
84;Auvergne-Rhône-Alpes;1;Corlier;114
84;Auvergne-Rhône-Alpes;1;Cormaranche-en-Bugey;879
84;Auvergne-Rhône-Alpes;1;Cormoranche-sur-Saône;1 153
84;Auvergne-Rhône-Alpes;1;Cormoz;677
84;Auvergne-Rhône-Alpes;1;Corveissiat;636
84;Auvergne-Rhône-Alpes;1;Courmangoux;514
84;Auvergne-Rhône-Alpes;1;Courtes;312
84;Auvergne-Rhône-Alpes;1;Crans;267
84;Auvergne-Rhône-Alpes;1;Cras-sur-Reyssouze;1 472
84;Auvergne-Rhône-Alpes;1;Cressin-Rochefort;404
84;Auvergne-Rhône-Alpes;1;Crottet;1 784
84;Auvergne-Rhône-Alpes;1;Crozet;2 193
84;Auvergne-Rhône-Alpes;1;Cruzilles-lès-Mépillat;880
84;Auvergne-Rhône-Alpes;1;Culoz;3 109
84;Auvergne-Rhône-Alpes;1;Curciat-Dongalon;448
84;Auvergne-Rhône-Alpes;1;Curtafond;788
84;Auvergne-Rhône-Alpes;1;Cuzieu;449
84;Auvergne-Rhône-Alpes;1;Dagneux;4 768
84;Auvergne-Rhône-Alpes;1;Divonne-les-Bains;9 692
84;Auvergne-Rhône-Alpes;1;Dompierre-sur-Chalaronne;441
84;Auvergne-Rhône-Alpes;1;Dompierre-sur-Veyle;1 185
84;Auvergne-Rhône-Alpes;1;Domsure;488
84;Auvergne-Rhône-Alpes;1;Dortan;1 890
84;Auvergne-Rhône-Alpes;1;Douvres;1 078
84;Auvergne-Rhône-Alpes;1;Drom;222
84;Auvergne-Rhône-Alpes;1;Druillat;1 175
84;Auvergne-Rhône-Alpes;1;Échallon;780
84;Auvergne-Rhône-Alpes;1;Échenevex;2 247
84;Auvergne-Rhône-Alpes;1;Étrez;835
84;Auvergne-Rhône-Alpes;1;Évosges;148
84;Auvergne-Rhône-Alpes;1;Faramans;813
84;Auvergne-Rhône-Alpes;1;Fareins;2 253
84;Auvergne-Rhône-Alpes;1;Farges;1 028
84;Auvergne-Rhône-Alpes;1;Feillens;3 372
84;Auvergne-Rhône-Alpes;1;Ferney-Voltaire;9 800
84;Auvergne-Rhône-Alpes;1;Flaxieu;69
84;Auvergne-Rhône-Alpes;1;Foissiat;2 100
84;Auvergne-Rhône-Alpes;1;Francheleins;1 606
84;Auvergne-Rhône-Alpes;1;Frans;2 388
84;Auvergne-Rhône-Alpes;1;Garnerans;680
84;Auvergne-Rhône-Alpes;1;Genouilleux;619
84;Auvergne-Rhône-Alpes;1;Géovreisset;937
84;Auvergne-Rhône-Alpes;1;Gex;12 894
84;Auvergne-Rhône-Alpes;1;Giron;184
84;Auvergne-Rhône-Alpes;1;Gorrevod;882
84;Auvergne-Rhône-Alpes;1;Grand-Corent;181
84;Auvergne-Rhône-Alpes;1;Grièges;1 942
84;Auvergne-Rhône-Alpes;1;Grilly;827
84;Auvergne-Rhône-Alpes;1;Groissiat;1 256
84;Auvergne-Rhône-Alpes;1;Groslée-Saint-Benoit;1 227
84;Auvergne-Rhône-Alpes;1;Guéreins;1 461
84;Auvergne-Rhône-Alpes;1;Haut Valromey;727
84;Auvergne-Rhône-Alpes;1;Hautecourt-Romanèche;806
84;Auvergne-Rhône-Alpes;1;Hauteville-Lompnes;3 755
84;Auvergne-Rhône-Alpes;1;Hostiaz;88
84;Auvergne-Rhône-Alpes;1;Illiat;632
84;Auvergne-Rhône-Alpes;1;Injoux-Génissiat;1 181
84;Auvergne-Rhône-Alpes;1;Innimond;101
84;Auvergne-Rhône-Alpes;1;Izenave;166
84;Auvergne-Rhône-Alpes;1;Izernore;2 318
84;Auvergne-Rhône-Alpes;1;Izieu;244
84;Auvergne-Rhône-Alpes;1;Jassans-Riottier;6 516
84;Auvergne-Rhône-Alpes;1;Jasseron;1 814
84;Auvergne-Rhône-Alpes;1;Jayat;1 179
84;Auvergne-Rhône-Alpes;1;Journans;369
84;Auvergne-Rhône-Alpes;1;Joyeux;277
84;Auvergne-Rhône-Alpes;1;Jujurieux;2 228
84;Auvergne-Rhône-Alpes;1;Labalme;214
84;Auvergne-Rhône-Alpes;1;Lagnieu;7 234
84;Auvergne-Rhône-Alpes;1;Laiz;1 252
84;Auvergne-Rhône-Alpes;1;Lancrans;1 080
84;Auvergne-Rhône-Alpes;1;Lantenay;278
84;Auvergne-Rhône-Alpes;1;Lapeyrouse;336
84;Auvergne-Rhône-Alpes;1;Lavours;133
84;Auvergne-Rhône-Alpes;1;Léaz;734
84;Auvergne-Rhône-Alpes;1;Lélex;229
84;Auvergne-Rhône-Alpes;1;Lent;1 452
84;Auvergne-Rhône-Alpes;1;Lescheroux;741
84;Auvergne-Rhône-Alpes;1;Leyment;1 313
84;Auvergne-Rhône-Alpes;1;Leyssard;157
84;Auvergne-Rhône-Alpes;1;Lhôpital;50
84;Auvergne-Rhône-Alpes;1;Lhuis;910
84;Auvergne-Rhône-Alpes;1;Lochieu;95
84;Auvergne-Rhône-Alpes;1;Lompnas;171
84;Auvergne-Rhône-Alpes;1;Lompnieu;114
84;Auvergne-Rhône-Alpes;1;Loyettes;3 175
84;Auvergne-Rhône-Alpes;1;Lurcy;389
84;Auvergne-Rhône-Alpes;1;Magnieu;495
84;Auvergne-Rhône-Alpes;1;Maillat;645
84;Auvergne-Rhône-Alpes;1;Malafretaz;1 213
84;Auvergne-Rhône-Alpes;1;Mantenay-Montlin;317
84;Auvergne-Rhône-Alpes;1;Manziat;2 035
84;Auvergne-Rhône-Alpes;1;Marboz;2 272
84;Auvergne-Rhône-Alpes;1;Marchamp;133
84;Auvergne-Rhône-Alpes;1;Marignieu;180
84;Auvergne-Rhône-Alpes;1;Marlieux;1 163
84;Auvergne-Rhône-Alpes;1;Marsonnas;997
84;Auvergne-Rhône-Alpes;1;Martignat;1 691
84;Auvergne-Rhône-Alpes;1;Massieux;2 578
84;Auvergne-Rhône-Alpes;1;Massignieu-de-Rives;627
84;Auvergne-Rhône-Alpes;1;Matafelon-Granges;662
84;Auvergne-Rhône-Alpes;1;Meillonnas;1 354
84;Auvergne-Rhône-Alpes;1;Mérignat;130
84;Auvergne-Rhône-Alpes;1;Messimy-sur-Saône;1 241
84;Auvergne-Rhône-Alpes;1;Meximieux;7 800
84;Auvergne-Rhône-Alpes;1;Mézériat;2 172
84;Auvergne-Rhône-Alpes;1;Mijoux;352
84;Auvergne-Rhône-Alpes;1;Mionnay;2 178
84;Auvergne-Rhône-Alpes;1;Miribel;9 851
84;Auvergne-Rhône-Alpes;1;Misérieux;2 195
84;Auvergne-Rhône-Alpes;1;Mogneneins;802
84;Auvergne-Rhône-Alpes;1;Montagnat;2 009
84;Auvergne-Rhône-Alpes;1;Montagnieu;623
84;Auvergne-Rhône-Alpes;1;Montanges;350
84;Auvergne-Rhône-Alpes;1;Montceaux;1 218
84;Auvergne-Rhône-Alpes;1;Montcet;689
84;Auvergne-Rhône-Alpes;1;Le Montellier;301
84;Auvergne-Rhône-Alpes;1;Monthieux;674
84;Auvergne-Rhône-Alpes;1;Montluel;7 106
84;Auvergne-Rhône-Alpes;1;Montmerle-sur-Saône;3 877
84;Auvergne-Rhône-Alpes;1;Montracol;1 073
84;Auvergne-Rhône-Alpes;1;Montréal-la-Cluse;3 480
84;Auvergne-Rhône-Alpes;1;Montrevel-en-Bresse;2 506
84;Auvergne-Rhône-Alpes;1;Murs-et-Gélignieux;260
84;Auvergne-Rhône-Alpes;1;Nantua;3 629
84;Auvergne-Rhône-Alpes;1;Neuville-les-Dames;1 528
84;Auvergne-Rhône-Alpes;1;Neuville-sur-Ain;1 773
84;Auvergne-Rhône-Alpes;1;Les Neyrolles;648
84;Auvergne-Rhône-Alpes;1;Neyron;2 556
84;Auvergne-Rhône-Alpes;1;Niévroz;1 605
84;Auvergne-Rhône-Alpes;1;Nivigne et Suran;816
84;Auvergne-Rhône-Alpes;1;Nivollet-Montgriffon;120
84;Auvergne-Rhône-Alpes;1;Nurieux-Volognat;1 054
84;Auvergne-Rhône-Alpes;1;Oncieu;99
84;Auvergne-Rhône-Alpes;1;Ordonnaz;147
84;Auvergne-Rhône-Alpes;1;Ornex;4 564
84;Auvergne-Rhône-Alpes;1;Outriaz;269
84;Auvergne-Rhône-Alpes;1;Oyonnax;23 150
84;Auvergne-Rhône-Alpes;1;Ozan;686
84;Auvergne-Rhône-Alpes;1;Parcieux;1 220
84;Auvergne-Rhône-Alpes;1;Parves et Nattages;960
84;Auvergne-Rhône-Alpes;1;Péron;2 635
84;Auvergne-Rhône-Alpes;1;Péronnas;6 580
84;Auvergne-Rhône-Alpes;1;Pérouges;1 233
84;Auvergne-Rhône-Alpes;1;Perrex;831
84;Auvergne-Rhône-Alpes;1;Peyriat;168
84;Auvergne-Rhône-Alpes;1;Peyrieu;877
84;Auvergne-Rhône-Alpes;1;Peyzieux-sur-Saône;676
84;Auvergne-Rhône-Alpes;1;Pirajoux;396
84;Auvergne-Rhône-Alpes;1;Pizay;808
84;Auvergne-Rhône-Alpes;1;Plagne;126
84;Auvergne-Rhône-Alpes;1;Le Plantay;562
84;Auvergne-Rhône-Alpes;1;Le Poizat-Lalleyriat;728
84;Auvergne-Rhône-Alpes;1;Polliat;2 566
84;Auvergne-Rhône-Alpes;1;Pollieu;167
84;Auvergne-Rhône-Alpes;1;Poncin;1 729
84;Auvergne-Rhône-Alpes;1;Pont-d'Ain;2 960
84;Auvergne-Rhône-Alpes;1;Pont-de-Vaux;2 341
84;Auvergne-Rhône-Alpes;1;Pont-de-Veyle;1 682
84;Auvergne-Rhône-Alpes;1;Port;884
84;Auvergne-Rhône-Alpes;1;Pougny;828
84;Auvergne-Rhône-Alpes;1;Pouillat;90
84;Auvergne-Rhône-Alpes;1;Prémeyzel;251
84;Auvergne-Rhône-Alpes;1;Prémillieu;46
84;Auvergne-Rhône-Alpes;1;Prévessin-Moëns;8 183
84;Auvergne-Rhône-Alpes;1;Priay;1 746
84;Auvergne-Rhône-Alpes;1;Ramasse;325
84;Auvergne-Rhône-Alpes;1;Rancé;744
84;Auvergne-Rhône-Alpes;1;Relevant;468
84;Auvergne-Rhône-Alpes;1;Replonges;3 783
84;Auvergne-Rhône-Alpes;1;Revonnas;951
84;Auvergne-Rhône-Alpes;1;Reyrieux;4 800
84;Auvergne-Rhône-Alpes;1;Reyssouze;993
84;Auvergne-Rhône-Alpes;1;Rignieux-le-Franc;994
84;Auvergne-Rhône-Alpes;1;Romans;598
84;Auvergne-Rhône-Alpes;1;Rossillon;159
84;Auvergne-Rhône-Alpes;1;Ruffieu;188
84;Auvergne-Rhône-Alpes;1;Saint-Alban;183
84;Auvergne-Rhône-Alpes;1;Saint-André-d'Huiriat;611
84;Auvergne-Rhône-Alpes;1;Saint-André-de-Bâgé;764
84;Auvergne-Rhône-Alpes;1;Saint-André-de-Corcy;3 293
84;Auvergne-Rhône-Alpes;1;Saint-André-le-Bouchoux;385
84;Auvergne-Rhône-Alpes;1;Saint-André-sur-Vieux-Jonc;1 154
84;Auvergne-Rhône-Alpes;1;Saint-Bénigne;1 288
84;Auvergne-Rhône-Alpes;1;Saint-Bernard;1 476
84;Auvergne-Rhône-Alpes;1;Saint-Champ;157
84;Auvergne-Rhône-Alpes;1;Saint-Cyr-sur-Menthon;1 801
84;Auvergne-Rhône-Alpes;1;Saint-Denis-en-Bugey;2 319
84;Auvergne-Rhône-Alpes;1;Saint-Denis-lès-Bourg;5 870
84;Auvergne-Rhône-Alpes;1;Saint-Didier-d'Aussiat;892
84;Auvergne-Rhône-Alpes;1;Saint-Didier-de-Formans;2 012
84;Auvergne-Rhône-Alpes;1;Saint-Didier-sur-Chalaronne;2 898
84;Auvergne-Rhône-Alpes;1;Saint-Éloi;458
84;Auvergne-Rhône-Alpes;1;Saint-Étienne-du-Bois;2 531
84;Auvergne-Rhône-Alpes;1;Saint-Étienne-sur-Chalaronne;1 576
84;Auvergne-Rhône-Alpes;1;Saint-Étienne-sur-Reyssouze;575
84;Auvergne-Rhône-Alpes;1;Saint-Genis-Pouilly;12 129
84;Auvergne-Rhône-Alpes;1;Saint-Genis-sur-Menthon;481
84;Auvergne-Rhône-Alpes;1;Saint-Georges-sur-Renon;224
84;Auvergne-Rhône-Alpes;1;Saint-Germain-de-Joux;511
84;Auvergne-Rhône-Alpes;1;Saint-Germain-les-Paroisses;438
84;Auvergne-Rhône-Alpes;1;Saint-Germain-sur-Renon;239
84;Auvergne-Rhône-Alpes;1;Saint-Jean-de-Gonville;1 763
84;Auvergne-Rhône-Alpes;1;Saint-Jean-de-Niost;1 462
84;Auvergne-Rhône-Alpes;1;Saint-Jean-de-Thurigneux;786
84;Auvergne-Rhône-Alpes;1;Saint-Jean-le-Vieux;1 800
84;Auvergne-Rhône-Alpes;1;Saint-Jean-sur-Reyssouze;746
84;Auvergne-Rhône-Alpes;1;Saint-Jean-sur-Veyle;1 142
84;Auvergne-Rhône-Alpes;1;Saint-Julien-sur-Reyssouze;702
84;Auvergne-Rhône-Alpes;1;Saint-Julien-sur-Veyle;813
84;Auvergne-Rhône-Alpes;1;Saint-Just;941
84;Auvergne-Rhône-Alpes;1;Saint-Laurent-sur-Saône;1 780
84;Auvergne-Rhône-Alpes;1;Saint-Marcel;1 328
84;Auvergne-Rhône-Alpes;1;Saint-Martin-de-Bavel;443
84;Auvergne-Rhône-Alpes;1;Saint-Martin-du-Frêne;1 100
84;Auvergne-Rhône-Alpes;1;Saint-Martin-du-Mont;1 850
84;Auvergne-Rhône-Alpes;1;Saint-Martin-le-Châtel;816
84;Auvergne-Rhône-Alpes;1;Saint-Maurice-de-Beynost;4 005
84;Auvergne-Rhône-Alpes;1;Saint-Maurice-de-Gourdans;2 590
84;Auvergne-Rhône-Alpes;1;Saint-Maurice-de-Rémens;762
84;Auvergne-Rhône-Alpes;1;Saint-Nizier-le-Bouchoux;697
84;Auvergne-Rhône-Alpes;1;Saint-Nizier-le-Désert;933
84;Auvergne-Rhône-Alpes;1;Saint-Paul-de-Varax;1 522
84;Auvergne-Rhône-Alpes;1;Saint-Rambert-en-Bugey;2 357
84;Auvergne-Rhône-Alpes;1;Saint-Rémy;1 022
84;Auvergne-Rhône-Alpes;1;Saint-Sorlin-en-Bugey;1 212
84;Auvergne-Rhône-Alpes;1;Saint-Sulpice;252
84;Auvergne-Rhône-Alpes;1;Saint-Trivier-de-Courtes;1 103
84;Auvergne-Rhône-Alpes;1;Saint-Trivier-sur-Moignans;1 865
84;Auvergne-Rhône-Alpes;1;Saint-Vulbas;1 321
84;Auvergne-Rhône-Alpes;1;Sainte-Croix;574
84;Auvergne-Rhône-Alpes;1;Sainte-Euphémie;1 685
84;Auvergne-Rhône-Alpes;1;Sainte-Julie;1 018
84;Auvergne-Rhône-Alpes;1;Sainte-Olive;285
84;Auvergne-Rhône-Alpes;1;Salavre;288
84;Auvergne-Rhône-Alpes;1;Samognat;685
84;Auvergne-Rhône-Alpes;1;Sandrans;531
84;Auvergne-Rhône-Alpes;1;Sault-Brénaz;974
84;Auvergne-Rhône-Alpes;1;Sauverny;1 061
84;Auvergne-Rhône-Alpes;1;Savigneux;1 349
84;Auvergne-Rhône-Alpes;1;Ségny;2 065
84;Auvergne-Rhône-Alpes;1;Seillonnaz;141
84;Auvergne-Rhône-Alpes;1;Sergy;2 084
84;Auvergne-Rhône-Alpes;1;Sermoyer;707
84;Auvergne-Rhône-Alpes;1;Serrières-de-Briord;1 280
84;Auvergne-Rhône-Alpes;1;Serrières-sur-Ain;133
84;Auvergne-Rhône-Alpes;1;Servas;1 273
84;Auvergne-Rhône-Alpes;1;Servignat;176
84;Auvergne-Rhône-Alpes;1;Seyssel;1 015
84;Auvergne-Rhône-Alpes;1;Simandre-sur-Suran;689
84;Auvergne-Rhône-Alpes;1;Sonthonnax-la-Montagne;330
84;Auvergne-Rhône-Alpes;1;Souclin;273
84;Auvergne-Rhône-Alpes;1;Sulignat;589
84;Auvergne-Rhône-Alpes;1;Surjoux;79
84;Auvergne-Rhône-Alpes;1;Sutrieu;210
84;Auvergne-Rhône-Alpes;1;Talissieu;458
84;Auvergne-Rhône-Alpes;1;Tenay;1 055
84;Auvergne-Rhône-Alpes;1;Thézillieu;303
84;Auvergne-Rhône-Alpes;1;Thil;1 095
84;Auvergne-Rhône-Alpes;1;Thoiry;6 272
84;Auvergne-Rhône-Alpes;1;Thoissey;1 740
84;Auvergne-Rhône-Alpes;1;Torcieu;739
84;Auvergne-Rhône-Alpes;1;Tossiat;1 403
84;Auvergne-Rhône-Alpes;1;Toussieux;1 020
84;Auvergne-Rhône-Alpes;1;Tramoyes;1 707
84;Auvergne-Rhône-Alpes;1;La Tranclière;296
84;Auvergne-Rhône-Alpes;1;Trévoux;7 055
84;Auvergne-Rhône-Alpes;1;Val-Revermont;2 636
84;Auvergne-Rhône-Alpes;1;Valeins;135
84;Auvergne-Rhône-Alpes;1;Vandeins;698
84;Auvergne-Rhône-Alpes;1;Varambon;543
84;Auvergne-Rhône-Alpes;1;Vaux-en-Bugey;1 257
84;Auvergne-Rhône-Alpes;1;Verjon;280
84;Auvergne-Rhône-Alpes;1;Vernoux;324
84;Auvergne-Rhône-Alpes;1;Versailleux;428
84;Auvergne-Rhône-Alpes;1;Versonnex;2 241
84;Auvergne-Rhône-Alpes;1;Vesancy;501
84;Auvergne-Rhône-Alpes;1;Vescours;253
84;Auvergne-Rhône-Alpes;1;Vésines;103
84;Auvergne-Rhône-Alpes;1;Vieu;385
84;Auvergne-Rhône-Alpes;1;Vieu-d'Izenave;716
84;Auvergne-Rhône-Alpes;1;Villars-les-Dombes;4 711
84;Auvergne-Rhône-Alpes;1;Villebois;1 169
84;Auvergne-Rhône-Alpes;1;Villemotier;688
84;Auvergne-Rhône-Alpes;1;Villeneuve;1 517
84;Auvergne-Rhône-Alpes;1;Villereversure;1 338
84;Auvergne-Rhône-Alpes;1;Villes;373
84;Auvergne-Rhône-Alpes;1;Villette-sur-Ain;763
84;Auvergne-Rhône-Alpes;1;Villieu-Loyes-Mollon;3 653
84;Auvergne-Rhône-Alpes;1;Viriat;6 529
84;Auvergne-Rhône-Alpes;1;Virieu-le-Grand;1 069
84;Auvergne-Rhône-Alpes;1;Virieu-le-Petit;311
84;Auvergne-Rhône-Alpes;1;Virignin;1 120
84;Auvergne-Rhône-Alpes;1;Vongnes;77
84;Auvergne-Rhône-Alpes;1;Vonnas;2 988
32;Hauts-de-France;2;Abbécourt;506
32;Hauts-de-France;2;Achery;608
32;Hauts-de-France;2;Acy;1 029
32;Hauts-de-France;2;Agnicourt-et-Séchelles;186
32;Hauts-de-France;2;Aguilcourt;399
32;Hauts-de-France;2;Aisonville-et-Bernoville;258
32;Hauts-de-France;2;Aizelles;123
32;Hauts-de-France;2;Aizy-Jouy;293
32;Hauts-de-France;2;Alaincourt;552
32;Hauts-de-France;2;Allemant;180
32;Hauts-de-France;2;Ambleny;1 217
32;Hauts-de-France;2;Ambrief;72
32;Hauts-de-France;2;Amifontaine;422
32;Hauts-de-France;2;Amigny-Rouy;754
32;Hauts-de-France;2;Ancienville;76
32;Hauts-de-France;2;Andelain;240
32;Hauts-de-France;2;Anguilcourt-le-Sart;320
32;Hauts-de-France;2;Anizy-le-Château;1 987
32;Hauts-de-France;2;Annois;370
32;Hauts-de-France;2;Any-Martin-Rieux;460
32;Hauts-de-France;2;Archon;92
32;Hauts-de-France;2;Arcy-Sainte-Restitue;409
32;Hauts-de-France;2;Armentières-sur-Ourcq;108
32;Hauts-de-France;2;Arrancy;54
32;Hauts-de-France;2;Artemps;370
32;Hauts-de-France;2;Assis-sur-Serre;231
32;Hauts-de-France;2;Athies-sous-Laon;2 655
32;Hauts-de-France;2;Attilly;381
32;Hauts-de-France;2;Aubencheul-aux-Bois;281
32;Hauts-de-France;2;Aubenton;667
32;Hauts-de-France;2;Aubigny-aux-Kaisnes;253
32;Hauts-de-France;2;Aubigny-en-Laonnois;108
32;Hauts-de-France;2;Audignicourt;117
32;Hauts-de-France;2;Audigny;284
32;Hauts-de-France;2;Augy;89
32;Hauts-de-France;2;Aulnois-sous-Laon;1 464
32;Hauts-de-France;2;Les Autels;58
32;Hauts-de-France;2;Autremencourt;172
32;Hauts-de-France;2;Autreppes;183
32;Hauts-de-France;2;Autreville;828
32;Hauts-de-France;2;Azy-sur-Marne;392
32;Hauts-de-France;2;Bagneux;72
32;Hauts-de-France;2;Bancigny;26
32;Hauts-de-France;2;Barenton-Bugny;559
32;Hauts-de-France;2;Barenton-Cel;123
32;Hauts-de-France;2;Barenton-sur-Serre;133
32;Hauts-de-France;2;Barisis-aux-Bois;756
32;Hauts-de-France;2;Barzy-en-Thiérache;327
32;Hauts-de-France;2;Barzy-sur-Marne;396
32;Hauts-de-France;2;Bassoles-Aulers;148
32;Hauts-de-France;2;Bazoches-sur-Vesles;466
32;Hauts-de-France;2;Beaumé;97
32;Hauts-de-France;2;Beaumont-en-Beine;176
32;Hauts-de-France;2;Beaurevoir;1 452
32;Hauts-de-France;2;Beaurieux;839
